,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_hidden,params_leave_layers,params_lr,params_weight_decay,state
790,790,0.7192,2023-02-09 13:04:21.629603,2023-02-09 13:04:55.462262,0 days 00:00:33.832659,256,1340,47,0.00375,0.0,PRUNED
791,791,0.8821,2023-02-09 13:04:55.487918,2023-02-09 13:06:10.906445,0 days 00:01:15.418527,64,1240,52,0.00375,0.0,PRUNED
792,792,0.8482,2023-02-09 13:06:10.931871,2023-02-09 13:06:55.163162,0 days 00:00:44.231291,64,2140,91,0.00375,0.0,PRUNED
793,793,0.7131,2023-02-09 13:06:55.194928,2023-02-09 13:07:34.931860,0 days 00:00:39.736932,64,2220,62,0.00375,4e-08,PRUNED
794,794,0.8554,2023-02-09 13:07:34.956780,2023-02-09 13:08:11.234502,0 days 00:00:36.277722,64,2380,42,0.00375,0.0,PRUNED
795,795,0.8497,2023-02-09 13:08:11.259317,2023-02-09 13:08:45.026815,0 days 00:00:33.767498,128,1120,45,0.00375,0.0,PRUNED
796,796,0.8687,2023-02-09 13:08:45.049309,2023-02-09 13:09:21.995669,0 days 00:00:36.946360,64,2180,49,0.00375,0.0,PRUNED
797,797,0.8575,2023-02-09 13:09:22.027341,2023-02-09 13:10:01.202406,0 days 00:00:39.175065,64,1400,53,0.00375,4e-07,PRUNED
798,798,0.8607,2023-02-09 13:10:01.230112,2023-02-09 13:10:38.625098,0 days 00:00:37.394986,64,1180,47,0.00375,4e-08,PRUNED
799,799,0.6496,2023-02-09 13:10:38.650548,2023-02-09 13:11:17.881155,0 days 00:00:39.230607,64,1300,57,0.075,0.0,PRUNED
800,800,0.7172,2023-02-09 13:11:17.910207,2023-02-09 13:11:52.010011,0 days 00:00:34.099804,512,2040,51,0.00375,0.0,PRUNED
801,801,0.8841,2023-02-09 13:11:52.048144,2023-02-09 13:13:04.286422,0 days 00:01:12.238278,64,1060,44,0.00375,0.0,PRUNED
802,802,0.8624,2023-02-09 13:13:04.308456,2023-02-09 13:13:41.287416,0 days 00:00:36.978960,64,2120,49,0.00375,0.0,PRUNED
803,803,0.9111,2023-02-09 13:13:41.324951,2023-02-09 13:22:54.602987,0 days 00:09:13.278036,64,1240,46,0.00375,4e-08,COMPLETE
804,804,0.8841,2023-02-09 13:22:54.624799,2023-02-09 13:24:06.771644,0 days 00:01:12.146845,64,1320,42,0.00375,4e-08,PRUNED
805,805,0.8458,2023-02-09 13:24:06.792305,2023-02-09 13:24:44.073027,0 days 00:00:37.280722,64,1260,45,0.00375,4e-08,PRUNED
806,806,0.8768,2023-02-09 13:24:44.095336,2023-02-09 13:25:56.116063,0 days 00:01:12.020727,64,1280,43,0.00375,4e-08,PRUNED
807,807,0.8858,2023-02-09 13:25:56.136478,2023-02-09 13:27:06.080600,0 days 00:01:09.944122,64,1240,38,0.00375,4e-08,PRUNED
808,808,0.8304,2023-02-09 13:27:06.106936,2023-02-09 13:27:43.955321,0 days 00:00:37.848385,64,1280,46,0.0125,4e-08,PRUNED
809,809,0.8818,2023-02-09 13:27:43.975410,2023-02-09 13:28:57.043837,0 days 00:01:13.068427,64,1220,44,0.00375,4e-08,PRUNED
810,810,0.9054,2023-02-09 13:28:57.064157,2023-02-09 13:38:13.395639,0 days 00:09:16.331482,64,2240,46,0.00375,4e-08,COMPLETE
811,811,0.9136,2023-02-09 13:38:13.419661,2023-02-09 13:47:26.752021,0 days 00:09:13.332360,64,2280,47,0.00375,4e-08,COMPLETE
812,812,0.5934,2023-02-09 13:47:26.774774,2023-02-09 13:48:02.853117,0 days 00:00:36.078343,64,2220,41,0.115,4e-08,PRUNED
813,813,0.8795,2023-02-09 13:48:02.873286,2023-02-09 13:49:16.249525,0 days 00:01:13.376239,64,2280,47,0.00375,4e-08,PRUNED
814,814,0.8681,2023-02-09 13:49:16.270028,2023-02-09 13:50:46.591050,0 days 00:01:30.321022,16,2280,44,0.00375,4e-08,PRUNED
815,815,0.6533,2023-02-09 13:50:46.610841,2023-02-09 13:51:24.096498,0 days 00:00:37.485657,64,2200,48,0.15,4e-08,PRUNED
816,816,0.8692,2023-02-09 13:51:24.117617,2023-02-09 13:52:00.128609,0 days 00:00:36.010992,64,2240,42,0.00375,4e-08,PRUNED
817,817,0.7028,2023-02-09 13:52:00.153480,2023-02-09 13:52:33.995375,0 days 00:00:33.841895,256,2300,45,0.00375,4e-08,PRUNED
818,818,0.8293,2023-02-09 13:52:34.015955,2023-02-09 13:58:16.227479,0 days 00:05:42.211524,4,1340,48,0.00375,4e-08,PRUNED
819,819,0.8623,2023-02-09 13:58:16.257715,2023-02-09 13:58:55.882500,0 days 00:00:39.624785,64,2140,46,0.00375,4e-08,PRUNED
820,820,0.8733,2023-02-09 13:58:55.903600,2023-02-09 14:00:16.886094,0 days 00:01:20.982494,64,2260,50,0.00375,4e-08,PRUNED
821,821,0.8656,2023-02-09 14:00:16.915283,2023-02-09 14:00:56.105788,0 days 00:00:39.190505,64,1200,43,0.00375,4e-08,PRUNED
822,822,0.8594,2023-02-09 14:00:56.127163,2023-02-09 14:01:36.249319,0 days 00:00:40.122156,64,2080,48,0.00375,4e-08,PRUNED
823,823,0.8413,2023-02-09 14:01:36.273989,2023-02-09 14:02:10.270179,0 days 00:00:33.996190,128,1300,40,0.00375,4e-08,PRUNED
824,824,0.8579,2023-02-09 14:02:10.291083,2023-02-09 14:02:47.559622,0 days 00:00:37.268539,64,2180,46,0.00375,4e-08,PRUNED
825,825,0.8668,2023-02-09 14:02:47.581177,2023-02-09 14:03:25.725358,0 days 00:00:38.144181,64,1240,50,0.00375,4e-08,PRUNED
826,826,0.8772,2023-02-09 14:03:25.746770,2023-02-09 14:04:39.145704,0 days 00:01:13.398934,64,1380,45,0.00375,4e-08,PRUNED
827,827,0.9117,2023-02-09 14:04:39.167007,2023-02-09 14:14:11.451931,0 days 00:09:32.284924,64,1160,49,0.00375,4e-08,COMPLETE
828,828,0.8617,2023-02-09 14:14:11.475230,2023-02-09 14:14:51.031867,0 days 00:00:39.556637,64,2000,52,0.00375,4e-08,PRUNED
829,829,0.8706,2023-02-09 14:14:51.054470,2023-02-09 14:15:29.848363,0 days 00:00:38.793893,64,2160,50,0.00375,4e-08,PRUNED
830,830,0.6256,2023-02-09 14:15:29.876401,2023-02-09 14:16:06.248073,0 days 00:00:36.371672,512,1600,54,0.00375,4e-08,PRUNED
831,831,0.7517,2023-02-09 14:16:06.273569,2023-02-09 14:16:45.209738,0 days 00:00:38.936169,64,1140,51,0.075,4e-08,PRUNED
832,832,0.8592,2023-02-09 14:16:45.231625,2023-02-09 14:17:24.090605,0 days 00:00:38.858980,64,1220,49,0.00375,4e-08,PRUNED
833,833,0.839,2023-02-09 14:17:24.114456,2023-02-09 14:18:04.494512,0 days 00:00:40.380056,64,2320,55,0.00375,4e-08,PRUNED
834,834,0.8156,2023-02-09 14:18:04.523390,2023-02-09 14:18:43.981430,0 days 00:00:39.458040,64,1260,53,0.0125,4e-08,PRUNED
835,835,0.8667,2023-02-09 14:18:44.005404,2023-02-09 14:19:22.675043,0 days 00:00:38.669639,64,1100,48,0.00375,4e-08,PRUNED
836,836,0.8853,2023-02-09 14:19:22.701140,2023-02-09 14:20:43.085017,0 days 00:01:20.383877,64,1480,51,0.00375,4e-08,PRUNED
837,837,0.9093,2023-02-09 14:20:43.111102,2023-02-09 14:30:12.993277,0 days 00:09:29.882175,64,2200,48,0.00375,4e-08,COMPLETE
838,838,0.8819,2023-02-09 14:30:13.025399,2023-02-09 14:31:30.071512,0 days 00:01:17.046113,64,2100,50,0.00375,4e-08,PRUNED
839,839,0.6118,2023-02-09 14:31:30.106653,2023-02-09 14:32:07.783316,0 days 00:00:37.676663,64,1180,47,0.115,4e-08,PRUNED
840,840,0.8384,2023-02-09 14:32:07.807234,2023-02-09 14:32:47.250002,0 days 00:00:39.442768,64,1960,53,0.00375,4e-08,PRUNED
841,841,0.1922,2023-02-09 14:32:47.279349,2023-02-09 14:33:26.612685,0 days 00:00:39.333336,64,2260,58,0.15,4e-08,PRUNED
842,842,0.8685,2023-02-09 14:33:26.647016,2023-02-09 14:34:05.667304,0 days 00:00:39.020288,64,1160,49,0.00375,4e-08,PRUNED
843,843,0.772,2023-02-09 14:34:05.693186,2023-02-09 14:34:36.683964,0 days 00:00:30.990778,256,1320,8,0.00375,4e-08,PRUNED
844,844,0.908,2023-02-09 14:34:36.712681,2023-02-09 14:44:05.446745,0 days 00:09:28.734064,64,3000,46,0.00375,4e-08,COMPLETE
845,845,0.7809,2023-02-09 14:44:05.481613,2023-02-09 14:49:54.023328,0 days 00:05:48.541715,4,1260,52,0.00375,4e-06,PRUNED
846,846,0.8336,2023-02-09 14:49:54.052862,2023-02-09 14:51:30.695050,0 days 00:01:36.642188,16,1220,43,0.00375,4e-08,PRUNED
847,847,0.8256,2023-02-09 14:51:30.723254,2023-02-09 14:52:10.381291,0 days 00:00:39.658037,64,1060,55,0.00375,4e-08,PRUNED
848,848,0.8599,2023-02-09 14:52:10.406905,2023-02-09 14:52:49.029956,0 days 00:00:38.623051,64,1120,49,0.00375,4e-08,PRUNED
849,849,0.8556,2023-02-09 14:52:49.054892,2023-02-09 14:53:26.828324,0 days 00:00:37.773432,64,2220,45,0.00375,4e-08,PRUNED
850,850,0.9077,2023-02-09 14:53:26.850827,2023-02-09 15:03:03.415188,0 days 00:09:36.564361,64,2140,51,0.00375,4e-08,COMPLETE
851,851,0.8662,2023-02-09 15:03:03.450705,2023-02-09 15:03:42.071580,0 days 00:00:38.620875,64,2040,47,0.00375,4e-08,PRUNED
852,852,0.8538,2023-02-09 15:03:42.099999,2023-02-09 15:04:16.794125,0 days 00:00:34.694126,128,2300,48,0.00375,4e-08,PRUNED
853,853,0.7251,2023-02-09 15:04:16.817340,2023-02-09 15:04:55.322940,0 days 00:00:38.505600,64,1180,50,0.075,4e-08,PRUNED
854,854,0.8479,2023-02-09 15:04:55.346690,2023-02-09 15:05:32.882318,0 days 00:00:37.535628,64,1280,44,0.00375,4e-05,PRUNED
855,855,0.8814,2023-02-09 15:05:32.906809,2023-02-09 15:06:51.248857,0 days 00:01:18.342048,64,1220,53,0.00375,4e-06,PRUNED
856,856,0.8838,2023-02-09 15:06:51.277025,2023-02-09 15:08:07.051587,0 days 00:01:15.774562,64,2100,47,0.00375,4e-08,PRUNED
857,857,0.8018,2023-02-09 15:08:07.179204,2023-02-09 15:08:41.050746,0 days 00:00:33.871542,512,1700,42,0.00375,4e-08,PRUNED
858,858,0.8459,2023-02-09 15:08:41.078951,2023-02-09 15:09:17.838169,0 days 00:00:36.759218,64,1560,39,0.00375,0.0,PRUNED
859,859,0.8575,2023-02-09 15:09:17.860255,2023-02-09 15:09:55.867717,0 days 00:00:38.007462,64,1140,51,0.00375,0.0,PRUNED
860,860,0.8035,2023-02-09 15:09:55.892696,2023-02-09 15:10:33.657463,0 days 00:00:37.764767,64,1020,45,0.0125,4e-08,PRUNED
861,861,0.855,2023-02-09 15:10:33.691617,2023-02-09 15:11:11.214444,0 days 00:00:37.522827,64,1320,49,0.00375,0.0,PRUNED
862,862,0.8691,2023-02-09 15:11:11.236719,2023-02-09 15:11:50.835864,0 days 00:00:39.599145,64,1080,56,0.00375,4e-05,PRUNED
863,863,0.8983,2023-02-09 15:11:50.858405,2023-02-09 15:21:07.955711,0 days 00:09:17.097306,64,2180,46,0.00375,0.0,COMPLETE
864,864,0.5527,2023-02-09 15:21:07.986662,2023-02-09 15:21:47.150545,0 days 00:00:39.163883,64,2260,54,0.115,4e-08,PRUNED
865,865,0.8557,2023-02-09 15:21:47.175632,2023-02-09 15:22:25.251941,0 days 00:00:38.076309,64,1180,48,0.00375,0.0,PRUNED
866,866,0.8509,2023-02-09 15:22:25.282200,2023-02-09 15:23:04.125623,0 days 00:00:38.843423,64,1360,52,0.00375,0.0,PRUNED
867,867,0.9053,2023-02-09 15:23:04.151314,2023-02-09 15:32:19.570131,0 days 00:09:15.418817,64,1260,44,0.00375,4e-08,COMPLETE
868,868,0.3874,2023-02-09 15:32:19.700869,2023-02-09 15:34:00.941798,0 days 00:01:41.240929,16,2340,49,0.15,0.0,PRUNED
869,869,0.8637,2023-02-09 15:34:00.969491,2023-02-09 15:34:37.732288,0 days 00:00:36.762797,64,1200,41,0.00375,0.0,PRUNED
870,870,0.824,2023-02-09 15:34:37.763267,2023-02-09 15:35:18.336004,0 days 00:00:40.572737,64,1440,60,0.00375,4e-08,PRUNED
871,871,0.8716,2023-02-09 15:35:18.370614,2023-02-09 15:35:56.207834,0 days 00:00:37.837220,64,1120,47,0.00375,0.0,PRUNED
872,872,0.8599,2023-02-09 15:35:56.241192,2023-02-09 15:36:35.039998,0 days 00:00:38.798806,64,2160,51,0.00375,0.0,PRUNED
873,873,0.4938,2023-02-09 15:36:35.063655,2023-02-09 15:37:09.149326,0 days 00:00:34.085671,256,1240,44,0.00375,4e-08,PRUNED
874,874,0.8278,2023-02-09 15:37:09.180534,2023-02-09 15:42:35.338670,0 days 00:05:26.158136,4,2060,46,0.00375,0.0,PRUNED
875,875,0.869,2023-02-09 15:42:35.364697,2023-02-09 15:43:13.910362,0 days 00:00:38.545665,64,2240,50,0.00375,0.0,PRUNED
876,876,0.8659,2023-02-09 15:43:13.947621,2023-02-09 15:43:57.520423,0 days 00:00:43.572802,64,1300,74,0.00375,4e-06,PRUNED
877,877,0.9058,2023-02-09 15:43:57.553037,2023-02-09 15:53:40.283482,0 days 00:09:42.730445,64,1160,53,0.00375,4e-08,COMPLETE
878,878,0.9113,2023-02-09 15:53:40.306438,2023-02-09 16:03:00.146405,0 days 00:09:19.839967,64,1080,47,0.00375,0.0,COMPLETE
879,879,0.4553,2023-02-09 16:03:00.171019,2023-02-09 16:03:34.951898,0 days 00:00:34.780879,128,1060,50,0.075,0.0,PRUNED
880,880,0.8515,2023-02-09 16:03:34.979781,2023-02-09 16:04:18.032048,0 days 00:00:43.052267,64,1040,80,0.00375,0.0,PRUNED
881,881,0.9055,2023-02-09 16:04:18.060487,2023-02-09 16:14:02.091671,0 days 00:09:44.031184,64,1000,56,0.00375,0.0,COMPLETE
882,882,0.8776,2023-02-09 16:14:02.121463,2023-02-09 16:15:17.122712,0 days 00:01:15.001249,64,1080,48,0.00375,0.0,PRUNED
883,883,0.818,2023-02-09 16:15:17.150626,2023-02-09 16:15:55.276193,0 days 00:00:38.125567,64,1020,52,0.00375,0.0,PRUNED
884,884,0.8689,2023-02-09 16:15:55.299344,2023-02-09 16:16:33.157268,0 days 00:00:37.857924,64,1080,49,0.00375,0.0,PRUNED
885,885,0.8698,2023-02-09 16:16:33.186568,2023-02-09 16:17:10.679857,0 days 00:00:37.493289,64,1120,47,0.00375,0.0,PRUNED
886,886,0.4434,2023-02-09 16:17:10.711387,2023-02-09 16:17:45.995085,0 days 00:00:35.283698,512,1100,54,0.0125,0.0,PRUNED
887,887,0.8856,2023-02-09 16:17:46.017730,2023-02-09 16:18:59.053203,0 days 00:01:13.035473,64,1040,43,0.00375,0.0,PRUNED
888,888,0.8524,2023-02-09 16:18:59.087704,2023-02-09 16:19:37.561490,0 days 00:00:38.473786,64,1140,51,0.00375,0.0,PRUNED
889,889,0.7168,2023-02-09 16:19:37.584817,2023-02-09 16:20:15.888967,0 days 00:00:38.304150,64,1100,49,0.115,0.0,PRUNED
890,890,0.8622,2023-02-09 16:20:15.916757,2023-02-09 16:20:53.910886,0 days 00:00:37.994129,64,2120,46,0.00375,0.0,PRUNED
891,891,0.8518,2023-02-09 16:20:53.936831,2023-02-09 16:21:32.712111,0 days 00:00:38.775280,64,2200,57,0.00375,0.0,PRUNED
892,892,0.8453,2023-02-09 16:21:32.742527,2023-02-09 16:22:48.589008,0 days 00:01:15.846481,64,2300,52,0.00375,0.0,PRUNED
893,893,0.9135,2023-02-09 16:22:48.614841,2023-02-09 16:32:08.197399,0 days 00:09:19.582558,64,1040,48,0.00375,0.0,COMPLETE
894,894,0.8858,2023-02-09 16:32:08.228939,2023-02-09 16:33:21.888945,0 days 00:01:13.660006,64,1080,44,0.00375,0.0,PRUNED
895,895,0.5164,2023-02-09 16:33:21.912011,2023-02-09 16:33:59.918337,0 days 00:00:38.006326,64,1000,47,0.15,0.0,PRUNED
896,896,0.8472,2023-02-09 16:33:59.947504,2023-02-09 16:35:29.514479,0 days 00:01:29.566975,16,1040,42,0.00375,0.0,PRUNED
897,897,0.8478,2023-02-09 16:35:29.540388,2023-02-09 16:36:06.736477,0 days 00:00:37.196089,64,1000,45,0.00375,0.0,PRUNED
898,898,0.8639,2023-02-09 16:36:06.772024,2023-02-09 16:36:44.128734,0 days 00:00:37.356710,64,1040,48,0.00375,0.0,PRUNED
899,899,0.8768,2023-02-09 16:36:44.155133,2023-02-09 16:37:58.766286,0 days 00:01:14.611153,64,1060,45,0.00375,0.0,PRUNED
900,900,0.8827,2023-02-09 16:37:58.798688,2023-02-09 16:39:14.887924,0 days 00:01:16.089236,64,1060,48,0.00375,4e-05,PRUNED
901,901,0.8051,2023-02-09 16:39:14.919271,2023-02-09 16:39:48.857042,0 days 00:00:33.937771,256,1000,40,0.00375,0.0,PRUNED
902,902,0.8297,2023-02-09 16:39:48.878973,2023-02-09 16:44:48.490244,0 days 00:04:59.611271,4,1080,43,0.00375,0.0,PRUNED
903,903,0.8682,2023-02-09 16:44:48.522602,2023-02-09 16:45:25.842864,0 days 00:00:37.320262,64,1020,46,0.00375,0.0,PRUNED
904,904,0.8797,2023-02-09 16:45:25.869780,2023-02-09 16:46:42.520677,0 days 00:01:16.650897,64,1100,50,0.00375,0.0,PRUNED
905,905,0.9134,2023-02-09 16:46:42.543225,2023-02-09 16:56:05.492132,0 days 00:09:22.948907,64,1040,47,0.00375,0.0,COMPLETE
906,906,0.9092,2023-02-09 16:56:05.526634,2023-02-09 17:05:26.131812,0 days 00:09:20.605178,64,1000,47,0.00375,0.0,COMPLETE
907,907,0.608,2023-02-09 17:05:26.159879,2023-02-09 17:06:03.196081,0 days 00:00:37.036202,64,1060,45,0.075,0.0,PRUNED
908,908,0.9104,2023-02-09 17:06:03.328252,2023-02-09 17:15:24.941214,0 days 00:09:21.612962,64,1000,48,0.00375,0.0,COMPLETE
909,909,0.8315,2023-02-09 17:15:24.970605,2023-02-09 17:15:59.224610,0 days 00:00:34.254005,128,1060,43,0.00375,0.0,PRUNED
910,910,0.8643,2023-02-09 17:15:59.249491,2023-02-09 17:17:12.832537,0 days 00:01:13.583046,64,1040,46,0.00375,4e-06,PRUNED
911,911,0.8862,2023-02-09 17:17:12.857656,2023-02-09 17:18:27.273596,0 days 00:01:14.415940,64,1100,49,0.00375,0.0,PRUNED
912,912,0.8552,2023-02-09 17:18:27.299757,2023-02-09 17:19:03.873934,0 days 00:00:36.574177,64,1040,44,0.00375,0.0,PRUNED
913,913,0.8383,2023-02-09 17:19:03.896275,2023-02-09 17:19:41.430877,0 days 00:00:37.534602,64,1080,47,0.0125,0.0,PRUNED
914,914,0.7197,2023-02-09 17:19:41.455039,2023-02-09 17:20:14.125482,0 days 00:00:32.670443,512,1040,29,0.00375,0.0,PRUNED
915,915,0.8538,2023-02-09 17:20:14.158875,2023-02-09 17:20:50.432412,0 days 00:00:36.273537,64,1120,41,0.00375,0.0,PRUNED
916,916,0.5753,2023-02-09 17:20:50.460504,2023-02-09 17:21:27.983203,0 days 00:00:37.522699,64,1100,49,0.115,0.0,PRUNED
917,917,0.8475,2023-02-09 17:21:28.012527,2023-02-09 17:22:04.707363,0 days 00:00:36.694836,64,1000,45,0.00375,0.0,PRUNED
918,918,0.905,2023-02-09 17:22:04.735741,2023-02-09 17:31:26.916652,0 days 00:09:22.180911,64,1080,50,0.00375,0.0,COMPLETE
919,919,0.8669,2023-02-09 17:31:26.947687,2023-02-09 17:32:04.877564,0 days 00:00:37.929877,64,1040,47,0.00375,0.0,PRUNED
920,920,0.8828,2023-02-09 17:32:04.904191,2023-02-09 17:33:18.656486,0 days 00:01:13.752295,64,1100,43,0.00375,4e-05,PRUNED
921,921,0.9089,2023-02-09 17:33:18.684543,2023-02-09 17:42:35.432298,0 days 00:09:16.747755,64,1120,49,0.00375,0.0,COMPLETE
922,922,0.8488,2023-02-09 17:42:35.455735,2023-02-09 17:43:12.941039,0 days 00:00:37.485304,64,1140,46,0.00375,0.0,PRUNED
923,923,0.628,2023-02-09 17:43:12.967403,2023-02-09 17:43:50.181255,0 days 00:00:37.213852,64,1040,48,0.15,0.0,PRUNED
924,924,0.8432,2023-02-09 17:43:50.210366,2023-02-09 17:45:26.555247,0 days 00:01:36.344881,16,1140,51,0.00375,0.0,PRUNED
925,925,0.8797,2023-02-09 17:45:26.577413,2023-02-09 17:46:40.338855,0 days 00:01:13.761442,64,2280,45,0.00375,0.0,PRUNED
926,926,0.872,2023-02-09 17:46:40.366559,2023-02-09 17:47:17.195809,0 days 00:00:36.829250,64,2140,42,0.00375,0.0,PRUNED
927,927,0.8873,2023-02-09 17:47:17.223698,2023-02-09 17:48:31.607352,0 days 00:01:14.383654,64,2220,47,0.00375,0.0,PRUNED
928,928,0.735,2023-02-09 17:48:31.635545,2023-02-09 17:49:06.227937,0 days 00:00:34.592392,256,1080,50,0.00375,4e-06,PRUNED
929,929,0.8724,2023-02-09 17:49:06.257626,2023-02-09 17:49:41.989851,0 days 00:00:35.732225,64,1980,38,0.00375,0.0,PRUNED
930,930,0.8383,2023-02-09 17:49:42.017427,2023-02-09 17:54:34.553693,0 days 00:04:52.536266,4,2100,44,0.00375,0.0,PRUNED
931,931,0.8656,2023-02-09 17:54:34.580096,2023-02-09 17:55:11.712025,0 days 00:00:37.131929,64,1640,47,0.00375,0.0,PRUNED
932,932,0.6677,2023-02-09 17:55:11.751524,2023-02-09 17:55:50.209142,0 days 00:00:38.457618,64,2340,49,0.075,4e-08,PRUNED
933,933,0.8811,2023-02-09 17:55:50.235683,2023-02-09 17:57:06.192833,0 days 00:01:15.957150,64,1000,51,0.00375,0.0,PRUNED
934,934,0.9051,2023-02-09 17:57:06.215410,2023-02-09 18:06:14.065363,0 days 00:09:07.849953,64,2180,45,0.00375,0.0,COMPLETE
935,935,0.8547,2023-02-09 18:06:14.089810,2023-02-09 18:06:48.177058,0 days 00:00:34.087248,128,1140,47,0.00375,4e-08,PRUNED
936,936,0.8658,2023-02-09 18:06:48.204646,2023-02-09 18:07:25.622951,0 days 00:00:37.418305,64,1040,49,0.00375,0.0,PRUNED
937,937,0.8641,2023-02-09 18:07:25.660812,2023-02-09 18:08:02.064411,0 days 00:00:36.403599,64,1080,41,0.00375,0.0,PRUNED
938,938,0.9057,2023-02-09 18:08:02.089911,2023-02-09 18:17:33.915218,0 days 00:09:31.825307,64,2240,52,0.00375,4e-08,COMPLETE
939,939,0.8758,2023-02-09 18:17:33.948917,2023-02-09 18:19:02.130881,0 days 00:01:28.181964,64,2300,43,0.00375,0.0,PRUNED
940,940,0.7634,2023-02-09 18:19:02.156880,2023-02-09 18:19:50.688339,0 days 00:00:48.531459,64,2060,45,0.0125,0.0,PRUNED
941,941,0.8194,2023-02-09 18:19:50.719095,2023-02-09 18:20:35.806434,0 days 00:00:45.087339,512,1140,48,0.00375,4e-08,PRUNED
942,942,0.8663,2023-02-09 18:20:35.834493,2023-02-09 18:21:57.378838,0 days 00:01:21.544345,64,2160,50,0.00375,4e-05,PRUNED
943,943,0.5536,2023-02-09 18:21:57.405879,2023-02-09 18:22:36.869863,0 days 00:00:39.463984,64,1940,46,0.115,0.0,PRUNED
944,944,0.8801,2023-02-09 18:22:36.901530,2023-02-09 18:24:12.962917,0 days 00:01:36.061387,64,2020,52,0.00375,0.0,PRUNED
945,945,0.8659,2023-02-09 18:24:12.994983,2023-02-09 18:25:00.363785,0 days 00:00:47.368802,64,1120,48,0.00375,0.0,PRUNED
946,946,0.8547,2023-02-09 18:25:00.393258,2023-02-09 18:25:49.064999,0 days 00:00:48.671741,64,2120,50,0.00375,4e-08,PRUNED
947,947,0.8539,2023-02-09 18:25:49.092655,2023-02-09 18:26:36.887681,0 days 00:00:47.795026,64,2200,44,0.00375,0.0,PRUNED
948,948,0.5855,2023-02-09 18:26:36.912701,2023-02-09 18:27:24.156420,0 days 00:00:47.243719,64,1060,40,0.15,0.0,PRUNED
949,949,0.872,2023-02-09 18:27:24.188275,2023-02-09 18:28:12.215555,0 days 00:00:48.027280,64,2340,46,0.00375,4e-08,PRUNED
950,950,0.8835,2023-02-09 18:28:12.244408,2023-02-09 18:29:48.488967,0 days 00:01:36.244559,64,2260,48,0.00375,0.0,PRUNED
951,951,0.8672,2023-02-09 18:29:48.518833,2023-02-09 18:30:37.764631,0 days 00:00:49.245798,64,1160,53,0.00375,0.0,PRUNED
952,952,0.8322,2023-02-09 18:30:37.790120,2023-02-09 18:32:10.207508,0 days 00:01:32.417388,16,1000,43,0.00375,4e-06,PRUNED
953,953,0.8704,2023-02-09 18:32:10.232716,2023-02-09 18:32:58.591619,0 days 00:00:48.358903,64,1100,51,0.00375,4e-08,PRUNED
954,954,0.8527,2023-02-09 18:32:58.624895,2023-02-09 18:33:46.779001,0 days 00:00:48.154106,64,2100,46,0.00375,0.0,PRUNED
955,955,0.8836,2023-02-09 18:33:46.808867,2023-02-09 18:35:22.918582,0 days 00:01:36.109715,64,1040,49,0.00375,0.0,PRUNED
956,956,0.697,2023-02-09 18:35:22.950231,2023-02-09 18:36:07.439674,0 days 00:00:44.489443,256,1160,42,0.00375,0.0,PRUNED
957,957,0.8691,2023-02-09 18:36:07.476633,2023-02-09 18:36:55.956272,0 days 00:00:48.479639,64,1720,48,0.00375,4e-08,PRUNED
958,958,0.6778,2023-02-09 18:36:55.990105,2023-02-09 18:37:43.635094,0 days 00:00:47.644989,64,2180,44,0.075,0.0,PRUNED
959,959,0.8612,2023-02-09 18:37:43.667174,2023-02-09 18:38:31.698160,0 days 00:00:48.030986,64,1080,50,0.00375,0.0,PRUNED
960,960,0.8708,2023-02-09 18:38:31.725370,2023-02-09 18:39:20.973825,0 days 00:00:49.248455,64,2380,52,0.00375,4e-08,PRUNED
961,961,0.8705,2023-02-09 18:39:20.999886,2023-02-09 18:40:08.850958,0 days 00:00:47.851072,64,2240,46,0.00375,0.0,PRUNED
962,962,0.7182,2023-02-09 18:40:08.881425,2023-02-09 18:45:23.580923,0 days 00:05:14.699498,4,2300,48,0.00375,0.0,PRUNED
963,963,0.8437,2023-02-09 18:45:23.608436,2023-02-09 18:46:09.462375,0 days 00:00:45.853939,128,1140,53,0.00375,4e-08,PRUNED
964,964,0.8523,2023-02-09 18:46:09.491304,2023-02-09 18:46:55.988808,0 days 00:00:46.497504,64,1120,45,0.00375,0.0,PRUNED
965,965,0.8709,2023-02-09 18:46:56.027615,2023-02-09 18:48:29.585773,0 days 00:01:33.558158,64,1180,50,0.00375,4e-05,PRUNED
966,966,0.7459,2023-02-09 18:48:29.614781,2023-02-09 18:49:16.558511,0 days 00:00:46.943730,64,1900,47,0.0125,0.0,PRUNED
967,967,0.8699,2023-02-09 18:49:16.583963,2023-02-09 18:49:53.482865,0 days 00:00:36.898902,64,2140,42,0.00375,0.0,PRUNED
968,968,0.8636,2023-02-09 18:49:53.504456,2023-02-09 18:50:32.478771,0 days 00:00:38.974315,64,2040,51,0.00375,4e-08,PRUNED
969,969,0.0998,2023-02-09 18:50:32.508919,2023-02-09 18:51:06.198404,0 days 00:00:33.689485,512,1040,44,0.115,0.0,PRUNED
970,970,0.8429,2023-02-09 18:51:06.223853,2023-02-09 18:51:43.614830,0 days 00:00:37.390977,64,2200,47,0.00375,0.0,PRUNED
971,971,0.7718,2023-02-09 18:51:43.649403,2023-02-09 18:52:22.579728,0 days 00:00:38.930325,64,1080,54,0.00375,4e-08,PRUNED
